,Acinetobacter,Burkholderia,Burkholderia cepacia complex,Salmonella,Shigella,Enterobacter,Enterobacter cloacae complex,Helicobacter,Campylobacter,Enterococcus,Escherichia,Vibrio,Morganella,Citrobacter,Providencia,Clostrioides,Klebsiella,Proteus,Streptococcus,Staphylococcus,Stenotrophomonas,Stenotrophomonas maltophilia group,Haemophilus,Serratia,Giardia,Vermamoeba,Acanthamoeba,Naegleria,Acinetobacter calcoaceticus baumannii complex,Pseudomonas,Legionella,Mycobacterium,Mycobacterium avium complex
6417433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000774B62B,,,
2280587,,UPI00088596CD,,,,,,,,,UPI0009419850,UPI00111D8FB5,,,,,,,,,,,,,,,,,,A0A5E7F0T0,,,
3014969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0001E29A98,,,
459784,UPI0012312980,UPI000CFFE346,Q39NA7,A0A5I6GSD9,,UPI00062C54B6,UPI000FDBF820,UPI0003F9D59E,A0A0A8GXQ2,UPI000C78B99D,UPI001365A3DC,UPI001029A408,,,,,UPI000F6838FB,,F2BNT1,UPI0005076E3A,A0A4T1DIU9,,,UPI001152E235,,,,,UPI001122524A,A0A2U1IEZ4,,UPI0012EE70AA,
301497,UPI001362ACCA,UPI0012908BF6,J7JGN2,A0A5X6ESR9,,UPI000385A85B,UPI001376C51D,UPI000EB30BC0,A0A693EWK0,A0A367CGK8,UPI000E356FE9,A0A0C2KFX0,,UPI0010C9A2CF,,,A0A1C3PKJ1,,UPI0011E633F6,A0A6B8SHK7,UPI0013D94257,UPI000D5414ED,,UPI0013D9AF0D,,,,,UPI0006668302,A0A2G4E2Z0,,A0A1A3BDZ0,
3860175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3S5I2A8,,,
3319845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00069D1F5D,,,
4116580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013CE1D6D,,,
912692,UPI0014444EC0,A0A2Z5MYW3,UPI0007532BC4,UPI0009A97F21,,UPI0007917F22,,UPI0013D6A2DD,,,UPI0002CB1AFB,UPI0002376E46,,,,,UPI000D746F07,,A0A1Q8E830,UPI0012B0F0FD,,,,,,,,,,UPI000BA4E38B,,A0A2S7NBP7,
5357178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1Y552,,,
6556591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008963E3E,,,
1827744,,UPI00075FE00A,,,,,,,,,UPI0010802365,UPI001081F508,,,,,,,UPI000B58F0BD,,,,,,,,,,,UPI000F056E61,,UPI00067A826F,
6120600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010593F8C,,,
2258688,,UPI00097869E9,,,,,,,,,UPI00092DCA49,UPI001140C110,,,,,,,,,,,,,,,,,,A0A0F6UAT5,,,
6488169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000807092A,,,
4813635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A379L5Z3,,,
2184885,,UPI0008415B1E,,,,,,,,,UPI00111B2127,UPI00111E786D,,,,,,,,,,,,,,,,,,UPI0012D9F488,,,
2685622,,,,,,,,,,,,UPI0006D7D6E1,,,,,,,,,,,,,,,,,,W8QT01,,,
2022006,,UPI000753D3D8,,,,,,,,,UPI000BE1AFE5,UPI000C856482,,,,,,,,,,,,,,,,,,UPI000EB13092,,,
2052561,,UPI000755C559,,,,,,,,,UPI000BE906F2,UPI000C82C244,,,,,,,,,,,,,,,,,,UPI000F06AE47,,,
4813192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0D1NP33,,,
5786033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010FAC12E,,,
3631699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J2X3X1,,,
1205304,UPI000CEBDB82,UPI000550EC4A,UPI0007B805E1,,,,,UPI000EF64756,,,A0A2A2C562,A0A1B1EI61,,,,,UPI001159834C,,A0A3R9TET2,A0A657XN26,,,,,,,,,,A0A1H0FKD4,,A0A1A2ZWE2,
984351,UPI0005C57099,I2IDM7,UPI00075FA56A,,,UPI0007927DC4,,UPI0013F3F41F,,,UPI0003FCCCB9,UPI0003B1F336,,,,,UPI000E34BC4B,,UPI0012D82F4A,UPI0012B915A6,,,,,,,,,,UPI000EFE94CB,,A0A1A2Q5V5,
6455838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00070BF7E9,,,
6152180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011C370BA,,,
6645569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008775545,,,
5129962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0P8XEY3,,,
6427038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005B414BF,,,
3146945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003BB46B2,,,
4347311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053D3D58,,,
3954122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1D9IID8,,,
3796893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1WI35,,,
2554240,,UPI000759E173,,,,,,,,,UPI0007A0447E,UPI00084AE311,,,,,,,,,,,,,,,,,,W2DAD0,,,
6171942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011EB4ABB,,,
791363,N9SL40,UPI0004F5BC57,UPI0011B1F085,UPI0009AAB9B8,,UPI000797D059,,T2T1W8,UPI00094D299B,,UPI0005307AE7,UPI00051CC7EB,,,,,UPI0005EEC69C,,A0A5C5S9Q6,UPI00066A15CC,,,,,,,,,,UPI000F06FB38,,UPI00040E42C4,
5802555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00106B2F6D,,,
5238532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1A9JD58,,,
4868793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I4NB66,,,
71369,A0A555YXS1,A0A3P0RXI3,UPI000F59BED2,A0A659M0S4,A0A658YZR1,UPI00136B8765,UPI000F83C871,A0A0M0MUZ2,A0A1T1ZPE2,UPI000B53A2D1,A0A418TX22,A0A0D0IYA4,UPI00114042C9,A0A4P7J2G1,A0A1S1HNY1,UPI001431619C,UPI000E6852A6,UPI0014123C16,A0A3A4N5L9,UPI0004471886,A0A2T3X1H2,UPI00031EF7E6,A0A1R0E9D1,UPI000FDDFC39,,,,,A0A0R0RVI9,A0A3M4M117,A0A378JK41,A0A1X0C615,X8BAY8
6205398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1E3B99,,,
6093187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00061B3148,,,
362287,UPI000EA0AC79,UPI000F597C6B,UPI00050E47FF,A0A5I0ACJ1,,A0A1E5MQY9,A0A156DY51,A0A4U8S9C0,A0A424YY27,UPI0003544D23,A0A2X6HY34,UPI0012E03E5C,,UPI0009ADAAD0,,,UPI001299664B,,UPI0012B107CF,A0A3A0HAJ7,A0A3Q8FJ67,UPI00111F671B,,A0A4Z0DQ53,,,,,A0A1Y5NG83,A0A2U9NBP1,,A0A1W9Z9Y3,
6723748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006C88404,,,
5755768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00104590D9,,,
6548465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00094160B9,,,
298160,UPI001331E715,UPI0013259671,A0A119DJC7,A0A5W7AE59,,UPI0004481F67,UPI0013FDE215,UPI000EAF5D6C,A0A691ST63,A0A5F0V550,UPI000DF33445,A0A0B8QGR8,,UPI0010C95CC2,,,A0A447RJV3,,UPI0012CF20FD,A0A0S4M9K1,UPI0013DC69C8,UPI000D54194D,,UPI00140A4E8C,,,,,UPI000447C247,A0A1T1HK22,,A0A1X1WYL7,
6503471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008592700,,,
406796,UPI00125EC301,UPI001058C436,A0A1B4ET41,UPI0011EE096A,,UPI000B317165,A0A330F266,T2S6J7,A0A381DHI6,UPI000825DCCA,A0A6D0GND5,UPI00135787A2,,,,,UPI0011DEEE92,,Q4JZW5,A0A2X2MDF3,A0A0D0JIG3,UPI0007B1B7D4,,UPI000D7252FC,,,,,UPI000D657D4A,A0A1H5L399,,A0A2S8M203,
4602031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1Y3PEQ3,,,
651270,UPI0002EED8D5,A0A1R3WU57,A0A3N7PF97,UPI000D751B5B,,UPI000F88E880,UPI00077B91BC,A0A439A039,UPI00112F875B,A0A2M9FU64,UPI00129B9B5F,A0A5Q0THF7,,,,,UPI000666B48C,,UPI0000D7549D,UPI00081A8748,UPI0006BA4B1B,,,,,,,,,A0A2N7XR78,,A0A1X1TRB4,
3175834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00041A2C2C,,,
4476440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A396RUR4,,,
1511042,,UPI000CFE8BB1,UPI0007572A90,,,,,,,,UPI000DD97792,A0A1P8MEY5,,,,,UPI00073C1CA2,,UPI0011561A63,,,,,,,,,,,UPI00132EA202,,UPI001132586E,
4568841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A098SS01,,,
2021894,,UPI000753E4B2,,,,,,,,,UPI000BE17F6F,UPI000C85153F,,,,,,,,,,,,,,,,,,UPI000EAF8254,,,
6748897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006B92714,,,
6334439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009FACC28,,,
5477700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C99F576,,,
3392123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F3FTE1,,,
4909068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A159ZYF9,,,
5387843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2S3T682,,,
2514768,,UPI000753A252,,,,,,,,,UPI0006A14171,UPI00080E26D4,,,,,,,,,,,,,,,,,,A0A3G8CJA8,,,
5469,A0A3Q8XKW8,A0A108EMX6,A0A132E9V9,A0A6C8Y8H3,UPI000E2B4908,G8LHG0,A0A4Y5ZUB2,A0A3D8IRS3,A0A5L8K4M5,UPI001573A3EE,A0A0L7AE08,A0A087II51,A0A2X1TSC7,A0A318W425,A0A1B7K3Y8,A0A0N0NZ62,A0A377Z662,A0A379FAP5,A0A1X0WNS9,UPI0002992A5F,A0A4U3GDV1,A0A1V3D1R0,A0A1B8PGG8,A0A2R3H2S6,A0A141FNS2,,L8H2F4,A0A6A5BDP8,B0VKQ8,A0A3G7U3M3,UPI00048A773E,A0A4R7A621,X7UML6
1861156,,UPI000757A868,,,,,,,,,UPI0010CC8D74,UPI00111035A7,,,,,,,,,,,,,,,,,,UPI000F065260,,UPI000A594D5F,
340199,UPI00124FE9FF,UPI000F57F599,A0A1D7ZTZ6,A0A3Y3HNV5,,UPI0005EE04B9,UPI0005F08F6D,UPI0012B3055A,J5KWY5,UPI0002A1DB15,UPI000BB74589,A0A2N7PE44,,UPI0008FD235B,,,A0A483NX33,,UPI000F6FAE5C,A0A6A2AIX5,A0A2W6K7Y7,UPI000C26BAA9,,A0A4U9USA6,,,,,UPI00138F50AE,A0A5B9B9F1,,A0A1B7U3Y8,
59297,A0A0A3W0S7,A0A3B6W5M1,A0A3N9C8M9,UPI000BE33008,UPI00057BEA4E,A0A3S7QGI0,UPI001238D699,A0A4U8SM40,A0A693KZQ2,UPI000B54821E,A0A2X3LV83,A3USJ6,UPI001419595E,A0A447UVD6,UPI00069D602C,UPI00038D9C32,UPI000D74F20A,UPI00066888EF,A0A419RZN2,UPI00044DEB0C,UPI000DA96E9D,A0A427CZ07,UPI000E598FAD,UPI0011F3CB41,,,,,A0A368MQT8,A0A1G9JXI4,A0A6G8LIE7,X8FP90,UPI0003D23043
5287253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7KEX5,,,
2092599,,UPI00075EB45B,,,,,,,,,UPI000BE61CE0,UPI00117DD378,,,,,,,,,,,,,,,,,,UPI000D3F5215,,,
6139318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011A8AEAB,,,
1048087,N9LW87,A0A1B4HQK2,UPI0007522F1F,,,,,A0A438WXI3,,,UPI00067E215C,UPI0003C7C0F3,,,,,UPI0010833CCE,,UPI0005DDC5C8,UPI000E3BC500,,,,,,,,,,W6VG26,,A0A4R2VBW3,
1017250,UPI0014442980,A0A2A4CBN8,UPI0007576C10,,,UPI000BA00997,,I0EPP9,,,I2S256,UPI0003C79DE9,,,,,UPI000E2DEE1D,,UPI0005DFFC24,UPI000E055E1E,,,,,,,,,,A0A0X8BUE6,,A0A1A3S266,
6960828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA2C967,,,
6165311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00119F1BC7,,,
4241236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013CE02D0,,,
2857398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000516F255,,,
2016354,,UPI000757EF56,,,,,,,,,UPI000B955A69,UPI000C8147ED,,,,,,,,,,,,,,,,,,UPI000F03627F,,,
1039051,C0VIE8,A0A063BNM3,UPI00075203F0,,,,,A0A268TPV9,,,UPI0006ACCA79,UPI0004093E9F,,,,,UPI000FAE8D69,,UPI0005F3593D,UPI000D0315F1,,,,,,,,,,A0A1U9Q3L7,,A0A1X0BA72,
6447778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00072FDA65,,,
2830899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0001E29597,,,
932359,UPI00143BD383,A0A2Z5MTY2,UPI000753F5D7,UPI000684D503,,UPI0007385D04,,UPI00140257B1,,,UPI0003EF281B,UPI0002E0322A,,,,,UPI000D657DDB,,F9Q3U0,UPI0011A7E7D5,,,,,,,,,,UPI000EFFB081,,A0A101AR04,
1275775,UPI000CEB97D9,A0A118W705,UPI00088E0E18,,,,,UPI000BE7FAB6,,,UPI00131A25B0,F9TAN1,,,,,UPI00118380DD,,A0A139PWE0,,,,,,,,,,,A0A1Q8EP43,,A0A124EVJ4,
3475158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A433Y3E6,,,
2706534,,,,,,,,,,,,UPI000687E39D,,,,,,,,,,,,,,,,,,A0A3T0JTQ7,,,
6225761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009971361,,,
2057125,,UPI00076C09D4,,,,,,,,,UPI000BE4D0AC,UPI000C7B6B63,,,,,,,,,,,,,,,,,,UPI0010454160,,,
3169272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003B0D0E0,,,
625340,UPI00046E2D41,A0A2S4NPH4,A0A124W2E1,A0A5Y3AWX1,,UPI000DCD8D48,UPI0009B20349,A0A4Y4V031,UPI000BB4473D,UPI00148CCF3B,UPI0011DD788C,A0A241TBM6,,,,,UPI0003BE9BF3,,UPI000316EB6B,UPI0008A1BCCD,UPI0007EF80C5,,,,,,,,,A0A3B8KT49,,A0A1V3WL56,
3277402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004720AFC,,,
2359542,,UPI0007584373,,,,,,,,,UPI0007E44F87,UPI001122D114,,,,,,,,,,,,,,,,,,A0A267AFY2,,,
5406040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0T6VVU4,,,
5015834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6S2X0,,,
6256892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1E91FA,,,
709928,UPI00044A4DAB,A0A0E1SFI6,UPI000CFE64CD,UPI000D103DB9,,UPI00111FC1F3,UPI0007E8DE91,A0A438RW80,UPI0009A20AF3,A0A1G8XTW7,UPI0002233148,A0A1M7YRG5,,,,,UPI0014355BC3,,UPI0003F68251,UPI0008A2786A,,,,,,,,,,A0A4Z0ALF6,,UPI00019010BA,
4902461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1Y3NZS8,,,
3193107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003FDA896,,,
4882587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A246GZU1,,,
350259,UPI000F50BD1F,UPI000F80860C,UPI0004F7EBD2,A0A3V5L585,,UPI0006688A5F,UPI0005832518,UPI0012E91108,UPI00025890E2,UPI00032EF6E8,UPI000D0BCF1A,A0A0U2JXN8,,UPI000778ED3C,,,A0A486T342,,UPI0012B60457,A0A2K4FDW6,A0A3R8THI5,UPI000C1514BF,,A0A3S4X9P9,,,,,UPI0005966B29,A0A3G8CHE7,,A0A1W9Y4E6,
2092947,,UPI00076443C4,,,,,,,,,UPI000BE61AFC,UPI0011C9F044,,,,,,,,,,,,,,,,,,UPI000D921CDD,,,
6911240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000B4A3166,,,
180114,A0A2T1IZG7,A3N4D5,UPI000F57C105,A0A5W1L8M7,,UPI0011E45C5C,UPI0004F7FBD3,A0A3D8JCC1,UPI000F803B87,A0A345FVX0,UPI000DE17AFA,A0A557PD42,,D4BEQ9,,,UPI000E2E8D43,,UPI000DDBBB7D,UPI0013F63745,UPI00035EC9EB,A0A0D0JNV7,UPI000DD35358,UPI000499746F,,,,,A0A3G6YJA2,A0A2K4J552,UPI0009B51B0B,A0A1B9CJR0,UPI0007FFBE8B
1052332,A0A1T1GYA6,A0A063BGC1,UPI0007574BAF,,,,,A0A4Y4WPY8,,,UPI00069A5958,UPI0003F5F597,,,,,UPI001033E2C2,,UPI0005B96CED,UPI000D73A72A,,,,,,,,,,A0A2N1IVM2,,A0A1A3HSK3,
2452562,,UPI000682C729,,,,,,,,,UPI000854B0C3,UPI0009B6AC66,,,,,,,,,,,,,,,,,,A0A519DVZ0,,,
850773,A0A2U3MVA1,UPI00046382B1,UPI0009E10207,UPI0007609C31,,UPI00079BF05D,,A0A496GZF6,UPI000A340870,,UPI0002CA8050,UPI000357E735,,,,,UPI000E040E59,,A0A656C9M2,UPI000D1E1455,,,,,,,,,,UPI000F05CFC2,,UPI00049084F9,
4040008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0M3CMB1,,,
1367575,UPI0009BE0B4E,A0A4R4CE11,UPI00075B1A21,,,,,UPI00095899B6,,,UPI0002A36058,UPI0012FAA6F6,,,,,UPI00081CA181,,UPI00104667B0,,,,,,,,,,,J3IS29,,A0A1A1WMY9,
1438885,UPI00094474C6,A0A118TQ75,UPI0007523AFF,,,,,,,,A0A3L1P1R5,UPI0005EE7679,,,,,UPI0007CC974F,,UPI0010A197DD,,,,,,,,,,,A0A654DEU0,,UPI000E3BCCF4,
3217458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003D35AD7,,,
597594,A0A143GAE5,A0A228IYK0,A2W3L2,UPI000512E370,,A0A155LPV2,UPI00076C5E9E,A0A2T6P2Y9,UPI000CD9D527,UPI0013B05A21,UPI000DA28247,A0A2S9ZU27,,,,,UPI0002C417AF,,UPI0002B571E3,UPI000921F88D,UPI0011A547D3,,,,,,,,,A0A2S9EBF2,,A0A2Z5YBA3,
5592168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00104AC8F7,,,
4930858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0Q0FT62,,,
938169,UPI00138FD281,A0A1B4F740,UPI00075D21DB,UPI0005FD0812,,UPI000758495B,,UPI0012E719D2,,,UPI0003EF3487,UPI00039FD2BF,,,,,UPI000D575B64,,A0A380KBC8,UPI0011A5CF39,,,,,,,,,,UPI000F05B787,,A0A124ERM3,
5807868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00106764D1,,,
3258391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004423DF8,,,
130757,N9QUG3,UPI000F0880BE,UPI000F813DB3,A0A3Y4SQB4,,UPI000F4EA178,UPI0012ABC45E,UPI000BE9375B,A0A5T0WN70,UPI000DE839D2,F4SYK5,A0A1E5E1P1,,A0A336NUK8,UPI00111E7A6A,UPI00093C8BC0,UPI000E059E01,UPI00114CE9E5,A0A1H7VIF5,UPI00101CEA09,UPI00128C272C,UPI0013D99BAC,Q4QN77,A0A5C7CHS9,,,,,UPI00124FA93B,A0A2K4JFJ8,A0A378ITY8,A0A0I9TNS8,UPI001041C667
4506120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A436Z8N2,,,
2752838,,,,,,,,,,,,UPI000B35F0A0,,,,,,,,,,,,,,,,,,A0A1H1YYA8,,,
3821666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423G5E0,,,
1270379,UPI000CEC941C,B9B155,UPI0008FE2B86,,,,,UPI000C30BC3A,,,UPI0013EF8FD5,A0A2I3CRH1,,,,,UPI00116D19F1,,A0A380JRL0,,,,,,,,,,,A0A427F6J9,,A0A117JS02,
4184807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001376DE8B,,,
4171426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013D99CFC,,,
3494160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A370SK36,,,
4822135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4D6X402,,,
4868806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3G7U0S7,,,
2221914,,UPI000977ABF4,,,,,,,,,UPI0010AD112C,UPI00111E1755,,,,,,,,,,,,,,,,,,A0A0M9H3E1,,,
2734399,,,,,,,,,,,,UPI00062E9283,,,,,,,,,,,,,,,,,,A0A2V4LPF9,,,
1996400,,UPI0007582FD0,,,,,,,,,UPI000BDF7C6E,UPI000C86C2D5,,,,,,,,,,,,,,,,,,UPI000F022749,,,
5688936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000FF662EC,,,
689835,UPI0002D3490E,A0A160FU02,UPI000D3BFEA4,UPI001081B94E,,UPI000BE700EE,UPI000750F9F4,A0A438YGM8,UPI00092FD61C,A0A242BFR1,A0A6D1EZJ5,A0A2N7KMP5,,,,,A0A378E6W0,,UPI0003B997D8,UPI0009148910,,,,,,,,,,A0A257E325,,A0A1X0AS94,
5477320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C2973C5,,,
6820324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000704DB49,,,
6255983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1D621B,,,
3939734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A329IR82,,,
4446448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00141303BE,,,
4586963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3D9PPA8,,,
2348978,,UPI000754D705,,,,,,,,,UPI00057966F8,UPI0011D4E229,,,,,,,,,,,,,,,,,,A0A4Z0ADD9,,,
2395635,,UPI000753DF39,,,,,,,,,UPI00092D8E08,UPI0009AAAD33,,,,,,,,,,,,,,,,,,A0A0L1LXE8,,,
1860970,,UPI00075799E0,,,,,,,,,UPI0010CC3F2D,UPI0010D5B88E,,,,,,,,,,,,,,,,,,UPI000F060664,,UPI000B4ACB00,
1439437,UPI00093C6E1D,A0A117XK34,UPI0007540A28,,,,,,,,A0A0K3N651,UPI0005EFEC23,,,,,UPI0007D6CED5,,UPI0010A0DB97,,,,,,,,,,,A0A646NVL7,,UPI001080F48C,
5523618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA32E41,,,
6266537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00099A2749,,,
4772750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A126S7U9,,,
691059,UPI0002C98921,B1FNF8,UPI000D002689,UPI000E022838,,UPI000BA8992F,UPI0007536F65,A0A4Y4VPV0,UPI00094C8420,R2T087,A0A6D0QAT8,A0A4Z7AWB5,,,,,A0A663BJY7,,UPI000400D82D,UPI0008A9A995,,,,,,,,,,A0A3D4SHS9,,A0A172UPJ7,
6382166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071B6DD0,,,
1211368,UPI000DE64FDA,UPI00059EF4B6,UPI00084EE258,,,,,UPI000EAB5BC9,,,A0A5C8YR85,A0A4R2GBG0,,,,,UPI00111057D1,,A0A1S9Z8X2,A0A3S0MAZ7,,,,,,,,,,A0A379JPS1,,A0A2X1T0X2,
6212360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1FDC46,,,
4944479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423L9Q1,,,
6778312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00072FF4F9,,,
136404,UPI000DE71B08,UPI000F05FFAD,UPI000F5AAF2A,A0A3V1W300,,UPI000E738E66,A0A455VW30,UPI000C318B98,A0A5Z1KJ47,UPI000F4DCC0C,A0A0H3EGE4,A0A1N6M221,,A0A220QEG3,UPI00083813B5,UPI00098B7BAE,UPI000E20A063,UPI00073B995F,A0A1Q8RDY0,UPI000CD17DA6,UPI00129CD11B,UPI0013DB1CF8,UPI00058B227B,A0A3M3JZU2,,,,,UPI00124FE4D4,A0A1Q9QVM9,A0A0W0TEU1,A0A1A2TFG9,UPI000BAFB6A8
6239657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009A18E24,,,
5866733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CD0CCCC,,,
4560234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Q7GXX5,,,
6082133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001150D45A,,,
6808982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006421265,,,
3512025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1MP24,,,
5456565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000DA66D86,,,
365782,UPI000E5A535B,UPI000F5955A3,UPI00048997B4,A0A3Y7RJ02,,A4W6J5,A0A377M698,H5VD67,UPI00069A62E2,UPI00032F30BA,A0A3J1S0H8,UPI0013027175,,UPI0009BF96D2,,,UPI0012B887A5,,UPI00128D0225,A0A2T4Q564,A0A4V3FPM8,UPI001071BE36,,A0A379YC28,,,,,A0A009G2Z9,A0A0P9TG37,,A0A1X0GG87,
1062219,A0A1J4NCJ2,A0A2A4C281,UPI00075780FF,,,,,A0A496FQG8,,,A0A659LP15,UPI00041144BB,,,,,UPI0010349285,,UPI0005EA2455,UPI000D1E8E40,,,,,,,,,,A0A1H2NEW7,,UPI0012E35E19,
475344,A0A1E7R556,UPI0012F9707B,A0A1B4I0C8,A0A5U9VMG0,,UPI0005EC7C7E,UPI000C9C0461,UPI00042E8A2B,A0A1T2X3F4,UPI000CF0D13B,UPI00132FACD5,UPI001028DE7F,,,,,UPI000D74FD70,,E0PAY7,UPI0004B406A5,A0A3Q8G0A8,,,UPI00114084E9,,,,,UPI000AC81E7E,A0A3G8DD99,,UPI0012EACDC9,
3171107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003B977FE,,,
769868,A0A5N4WVX1,UPI00050FD663,UPI0009B90719,UPI00124A3E5C,,UPI00077BBC53,,A0A438RQ19,UPI00094C5402,,UPI00050A727E,UPI0004A2A87D,,,,,UPI0013D2E53D,,UPI00066BA53E,UPI000675DCB7,,,,,,,,,,UPI000F01F926,,UPI0003A5AC89,
