,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
5693219,,,,,,,,,,,,,,,,,,,,,UPI0007CF8208,,,,,,,,,,,,,,,,,,,
2990898,,,,,,,UPI000BE3B84E,,,,,,,,UPI000C82DC6B,,UPI00046CFAFD,,,,A0A1V3SGZ3,,,,,,,,,,,,,,,,,,,
6685167,,,,,,,,,,,,,,,,,,,,,UPI0013896DAF,,,,,,,,,,,,,,,,,,,
3788206,,,,,,,,,,,,,,,,,,,,,A0A0F2QAA3,,,,,,,,,,,,,,,,,,,
3847718,,,,,,,,,,,,,,,,,,,,,A0A078LVX3,,,,,,,,,,,,,,,,,,,
5542957,,,,,,,,,,,,,,,,,,,,,UPI00089DB572,,,,,,,,,,,,,,,,,,,
7483143,,,,,,,,,,,,,,,,,,,,,A0A0W0HZW7,,,,,,,,,,,,,,,,,,,
1092584,,,,,UPI000BDBF1CD,,UPI001365458D,UPI0009AFC50F,A0A483RSI5,,,,A0A638QI37,,UPI0010550035,UPI00125DFF1A,A0A2A7SAH0,,,,UPI000F52332E,,UPI00085C5EE2,,A0A1H9Q072,,,,,,UPI00075E64BF,,,,,UPI0001B4544F,,,,
3665312,,,,,,,,,,,,,,,,,,,,,J2QN68,,,,,,,,,,,,,,,,,,,
5788700,,,,,,,,,,,,,,,,,,,,,UPI000A1E9711,,,,,,,,,,,,,,,,,,,
6629570,,,,,,,,,,,,,,,,,,,,,UPI00104487EF,,,,,,,,,,,,,,,,,,,
2588021,,,,,,,UPI00092DDAEB,,,,,,,,UPI0005FB4436,,F2LFM2,,,,A0A1E4WB49,,,,,,,,,,,,,,,,,,,
5312233,,,,,,,,,,,,,,,,,,,,,UPI0002DC731E,,,,,,,,,,,,,,,,,,,
5151521,,,,,,,,,,,,,,,,,,,,,UPI0006F736D1,,,,,,,,,,,,,,,,,,,
72134,UPI00148B2A91,UPI00147034E6,UPI0003B28631,UPI0014329F69,UPI00141EB0EB,UPI00159CA3E2,A0A3T2XTF7,A0A0M0MV02,A0A2U4DMP2,A0A5Y9DKF9,UPI00116267FB,A0A1S1HN62,A0A447MCU1,UPI000E5CAB8A,A7N8C9,N9QVI2,A0A2N8R2T7,UPI000E575DBF,A0A0W0YPA3,A0A385JN49,UPI0002FD899D,A0A1Q5VIL8,UPI0015FBA024,A0A6B8IZI2,X8JNN2,,,,,UPI0012DB677B,A0A318IKY2,UPI0015E8743E,UPI0015FA0235,A0A241Z9K2,M6TB09,A0A1A2K3Z1,A0A255D817,A0A1A2EZR4,,UPI0010660482
2367537,,,,,,,A0A377AFK6,,,,,,,,UPI0009B6A859,,UPI0005381AA2,,,,A0A210Y080,,,,,,,,,,,,,,,,,,,
5584673,,,,,,,,,,,,,,,,,,,,,UPI0008121E5D,,,,,,,,,,,,,,,,,,,
5989112,,,,,,,,,,,,,,,,,,,,,UPI00063F1B11,,,,,,,,,,,,,,,,,,,
6049860,,,,,,,,,,,,,,,,,,,,,UPI000CDA7C06,,,,,,,,,,,,,,,,,,,
2699498,,,,,,,UPI0008548173,,,,,,,,UPI00076A6AA1,,A0A1N6LRM9,,,,A0A423D614,,,,,,,,,,,,,,,,,,,
2264194,,,,,,,A0A4D4G895,,,,,,,,A0A090R8E9,,A0A2A4FH92,,,,A0A5E6VV42,,,,,,,,,,,,,,,,,,,
5307456,,,,,,,,,,,,,,,,,,,,,UPI0001E283CE,,,,,,,,,,,,,,,,,,,
6708648,,,,,,,,,,,,,,,,,,,,,UPI001366052E,,,,,,,,,,,,,,,,,,,
2327832,,,,,,,A0A0K4QG69,,,,,,,,UPI0009DF41E7,,UPI00016A5B21,,,,A0A1H2PGP6,,,,,,,,,,,,,,,,,,,
2356792,,,,,,,A0A6C9WRA2,,,,,,,,UPI0009B60C96,,UPI00048ABB7D,,,,A0A3S0NAM3,,,,,,,,,,,,,,,,,,,
6890881,,,,,,,,,,,,,,,,,,,,,A0A1V9V8G0,,,,,,,,,,,,,,,,,,,
1021680,,,,,UPI0007B3F08F,,UPI000CF7902E,A0A3D8IEQ2,A0A3S4K093,,,,A0A3V2N5F0,,UPI0011B35975,UPI00124F68FB,A0A107A352,,,,UPI000E1DDFA0,,UPI000453483C,,A0A6H3FX83,,,,,,UPI000756ACBA,,,,,A0A1H4HTN2,,,,
6208718,,,,,,,,,,,,,,,,,,,,,UPI001266A1C6,,,,,,,,,,,,,,,,,,,
6951915,,,,,,,,,,,,,,,,,,,,,A0A1I5AP13,,,,,,,,,,,,,,,,,,,
3014384,,,,,,,UPI000B7F3AD0,,,,,,,,UPI000D34C38E,,UPI000841AF7C,,,,A0A3M5KLM0,,,,,,,,,,,,,,,,,,,
2153486,,,,,,,A0A6N8MWR6,,,,,,,,A0A1Y6J0C5,,A0A1X1P7W5,,,,I4KC82,,,,F3UXM2,,,,,,,,,,,,,,,
5425898,,,,,,,,,,,,,,,,,,,,,UPI00099B52D8,,,,,,,,,,,,,,,,,,,
5875071,,,,,,,,,,,,,,,,,,,,,UPI0005AB9021,,,,,,,,,,,,,,,,,,,
6474484,,,,,,,,,,,,,,,,,,,,,UPI00129877AA,,,,,,,,,,,,,,,,,,,
5628925,,,,,,,,,,,,,,,,,,,,,UPI0008E85871,,,,,,,,,,,,,,,,,,,
6609181,,,,,,,,,,,,,,,,,,,,,UPI000E0D130A,,,,,,,,,,,,,,,,,,,
2953153,,,,,,,UPI000BDF0F44,,,,,,,,UPI000CD13C16,,UPI00045F0758,,,,A0A0M0USZ0,,,,,,,,,,,,,,,,,,,
7867029,,,,,,,,,,,,,,,,,,,,,A0A448BXG3,,,,,,,,,,,,,,,,,,,
4868149,,,,,,,,,,,,,,,,,,,,,UPI000574347B,,,,,,,,,,,,,,,,,,,
2923750,,,,,,,UPI000BE5A1A2,,,,,,,,UPI000C851B71,,UPI0008FDE87A,,,,A0A558G6N2,,,,,,,,,,,,,,,,,,,
439186,A0A6M4YPI7,E6LBH1,,UPI000667E2A3,UPI000735B957,A0A1V8XEG2,D7ZC50,A0A4Y4UXQ7,UPI000E2B0908,,,,A0A3Y8F5T0,,UPI0015F3DAF1,UPI0015D0D77C,UPI001588DF39,,,,UPI000BA26E20,UPI000382ED23,UPI000E3B7670,UPI0002BE88F5,A0A0Z8I3M7,,,,,,UPI001589B918,UPI000669C664,A0A156K7G5,A0A429LP70,A0A4R9M724,A0A1X1ZXB7,A0A1G4X1B7,,,
937143,,A0A2A4LBL0,,,UPI000665634F,,UPI0005C7875E,UPI0004280209,A0A2J4RIK3,,,,A0A5I1Q145,,UPI0011D35BBF,UPI0007D8A1BA,UPI0015897B9C,,,,UPI001474199A,,UPI000923CA9E,,UPI001379A5DA,,,,,,UPI000755C365,,,,,A0A2S8MM92,A0A5A7Z2A0,,,
1656445,,,,,,,A0A786GXF0,M7SWK0,UPI000C7DD5FC,,,,,,A0A2N7D4K1,A0A5R9HE26,UPI00075E05F6,,,,A0A438KZ10,,,,UPI00070BDF46,,,,,,UPI0009B3A66C,,,,,UPI0005DAB28F,,,,
3711040,,,,,,,,,,,,,,,,,,,,,A0A2U8SXG8,,,,,,,,,,,,,,,,,,,
5339673,,,,,,,,,,,,,,,,,,,,,UPI00025E94C4,,,,,,,,,,,,,,,,,,,
4352103,,,,,,,,,,,,,,,,,,,,,A0A1B3E2Q4,,,,,,,,,,,,,,,,,,,
1687482,,,,,,,A0A6M9WHX4,,UPI000D4AA778,,,,,,A0A655PI31,UPI0004526F35,UPI0007550838,,,,A0A0P9WFL7,,,,UPI000660D4B6,,,,,,UPI000B4E4931,,,,,UPI0007E9738D,,,,
7559243,,,,,,,,,,,,,,,,,,,,,A0A0C5S283,,,,,,,,,,,,,,,,,,,
2655661,,,,,,,UPI00063D4135,,,,,,,,UPI0007EEBD7D,,A0A118IPV8,,,,A0A423DTF8,,,,,,,,,,,,,,,,,,,
8114610,,,,,,,,,,,,,,,,,,,,,A0A0D9AZH9,,,,,,,,,,,,,,,,,,,
7246396,,,,,,,,,,,,,,,,,,,,,J2NVU0,,,,,,,,,,,,,,,,,,,
955523,,A0A5C8L3L5,,,UPI0004A74DBC,,UPI00128EA983,UPI00051C4F78,A0A6S5FS85,,,,A0A5X6F2H6,,UPI00111D9404,UPI0007620509,UPI0015898937,,,,UPI0013D8D0F6,,UPI00067A1E41,,A0A0B4ZHE9,,,,,,UPI00075E7E3C,,,,,A0A0Q9JC48,,,,
1441851,,,,,,,A0A782J6Q6,A0A2A6XZH0,UPI0006503B5E,,,,UPI0007369971,,UPI0013021214,N8Q962,UPI00075252C9,,,,UPI000F03C4AF,,A0A2T4R0I5,,A0A139NMQ8,,,,,,A0A6P2I350,,,,,A0A1H4HYQ7,,,,
838848,,UPI000D337B05,,,A0A156IWJ1,A0A242BFQ6,UPI0006A5E696,A9ZLW8,UPI0013CFE91F,,,,A0A3Z4XJZ7,,UPI00111DAE75,UPI000F6828EB,UPI0016420A48,,,,UPI001483363B,,A0A6K7INT6,A0A0R0DS91,UPI0011E68FCF,,,,,,UPI000753E4E8,,UPI000C2027CD,,,A0A1A3NBK4,A0A433BQ31,,,
3385223,,,,,,,E9XHM3,,,,,,,,,,A0A132EEP6,,,,S2FSS8,,,,,,,,,,,,,,,,,,,
1791639,,,,,,,UPI00038F710F,,UPI000D65B6BF,,,,,,UPI0002ED02AE,UPI000D020BF8,UPI00078C543E,,,,A0A3E1N1L5,,,,UPI0005DC6481,,,,,,UPI000756E1AC,,,,,UPI000BAAAB29,,,,
831542,,UPI000CD9727C,,,A0A443UR53,R2PQ47,UPI0006B654D5,M3MLN6,UPI001232467E,,,,A0A756DNL4,,UPI00111EA808,UPI00102330E4,UPI0015C36E3E,,,,UPI001473B85A,,A0A380FMF4,A0A6P1EB14,UPI0004591FBC,,,,,,UPI00075546A9,,UPI000B50B9FA,,,UPI0013931437,A0A100W6I9,,,
5071186,,,,,,,,,,,,,,,,,,,,,UPI0006D3FE7F,,,,,,,,,,,,,,,,,,,
8049151,,,,,,,,,,,,,,,,,,,,,A0A5E6PZQ1,,,,,,,,,,,,,,,,,,,
6287767,,,,,,,,,,,,,,,,,,,,,UPI0011AA60C3,,,,,,,,,,,,,,,,,,,
1555395,,,,,,,Q0H068,A0A2T6SKG3,UPI000808CD51,,,,A0A379QTA5,,A0A066URB4,N9KLW6,UPI000755EA89,,,,UPI00141241B0,,,,A0A5C5TE29,,,,,,A0A1B4PSG3,,,,,UPI000A826DBE,,,,
4082223,,,,,,,,,,,,,,,,,,,,,A0A3D3YIF1,,,,,,,,,,,,,,,,,,,
3189360,,,,,,,UPI000CCB1769,,,,,,,,A0A2A2N7M7,,UPI0008814855,,,,A0A3M4WEB5,,,,,,,,,,,,,,,,,,,
5601790,,,,,,,,,,,,,,,,,,,,,UPI0008113A41,,,,,,,,,,,,,,,,,,,
4526304,,,,,,,,,,,,,,,,,,,,,A0A2T5PSQ1,,,,,,,,,,,,,,,,,,,
5697567,,,,,,,,,,,,,,,,,,,,,UPI000811F1FE,,,,,,,,,,,,,,,,,,,
4920939,,,,,,,,,,,,,,,,,,,,,UPI0007606C38,,,,,,,,,,,,,,,,,,,
2453863,,,,,,,UPI001183E7D2,,,,,,,,UPI000977A43B,,UPI00164045AD,,,,A0A4Y8S8F6,,,,,,,,,,,,,,,,,,,
1434701,,,,,,,A0A788LQC8,A0A439BKP0,UPI0005EF46F8,,,,UPI00087282E2,,UPI0011DABD22,A0A4R0DBX2,UPI000F04AA93,,,,UPI000F01A225,,A0A3A0I3M8,,A0A0F2CW36,,,,,,A0A104ZIE5,,,,,A0A1A2ZYR4,,,,
7758212,,,,,,,,,,,,,,,,,,,,,A0A1Q9R8C6,,,,,,,,,,,,,,,,,,,
3758907,,,,,,,,,,,,,,,,,,,,,A0A1K2D6A0,,,,,,,,,,,,,,,,,,,
6322997,,,,,,,,,,,,,,,,,,,,,UPI001186C318,,,,,,,,,,,,,,,,,,,
1917173,,,,,,,UPI0002CB5A5C,,,,,,,,UPI0003FB01EE,A0A4V1W170,UPI0007548F10,,,,A0A143GNV0,,,,UPI000B5965B9,,,,,,UPI0009B3F596,,,,,A0A1A3SNK4,,,,
1567866,,,,,,,A0A2Z5THV4,A0A6L6TUA7,UPI00083F60F9,,,,A0A3S4ELR1,,A0A6N1RSL4,A0A519J5L1,UPI00075E13D7,,,,UPI001412C617,,,,A0A6I3PTZ4,,,,,,A0A6P2LEM2,,,,,UPI0009BDBE62,,,,
6959152,,,,,,,,,,,,,,,,,,,,,A0A223VSM2,,,,,,,,,,,,,,,,,,,
8099220,,,,,,,,,,,,,,,,,,,,,A0A1A9KGC2,,,,,,,,,,,,,,,,,,,
7652528,,,,,,,,,,,,,,,,,,,,,A0A2A4F1I3,,,,,,,,,,,,,,,,,,,
3666212,,,,,,,,,,,,,,,,,,,,,A0A448Q8G3,,,,,,,,,,,,,,,,,,,
1627394,,,,,,,W1HCM0,A0A438RSH8,UPI0009835578,,,,,,A0A6G9X9X7,UPI000A32D130,UPI00075DDF92,,,,A0A3S3B136,,,,UPI000B58BF9A,,,,,,UPI0009B367CC,,,,,UPI0006884814,,,,
3883909,,,,,,,,,,,,,,,,,,,,,A0A085VES8,,,,,,,,,,,,,,,,,,,
7692245,,,,,,,,,,,,,,,,,,,,,A0A1G8G4Z4,,,,,,,,,,,,,,,,,,,
4858382,,,,,,,,,,,,,,,,,,,,,UPI00053F0221,,,,,,,,,,,,,,,,,,,
3043892,,,,,,,UPI000D598C4B,,,,,,,,UPI000DD5765B,,UPI0008416A43,,,,A0A1I5MA49,,,,,,,,,,,,,,,,,,,
6498854,,,,,,,,,,,,,,,,,,,,,UPI0013657658,,,,,,,,,,,,,,,,,,,
7085164,,,,,,,,,,,,,,,,,,,,,A0A0Q0B9Y1,,,,,,,,,,,,,,,,,,,
1802115,,,,,,,UPI0003A932D5,,UPI000CDDC43B,,,,,,UPI000301FF53,UPI000DA6906A,UPI000756D1BF,,,,A0A3L8CRU3,,,,A0A139NF18,,,,,,UPI000759BD74,,,,,UPI000BFEB859,,,,
5866703,,,,,,,,,,,,,,,,,,,,,UPI0005CFD052,,,,,,,,,,,,,,,,,,,
5691961,,,,,,,,,,,,,,,,,,,,,UPI00083AF05D,,,,,,,,,,,,,,,,,,,
3008774,,,,,,,UPI000BDEE68D,,,,,,,,UPI000CF36C1B,,UPI00064B53D6,,,,A0A1B2FCW9,,,,,,,,,,,,,,,,,,,
2302054,,,,,,,A0A2X1Q121,,,,,,,,UPI0011241834,,UPI0002F195E5,,,,A0A3M5ZY11,,,,,,,,,,,,,,,,,,,
7120211,,,,,,,,,,,,,,,,,,,,,A0A658E8S0,,,,,,,,,,,,,,,,,,,
1171789,,,,,G8LLP2,,A0A167DAU0,UPI000C30005E,UPI00045D18F3,,,,A0A5Y7UNU7,,UPI0006AD393D,R8Z1J6,B9BRV0,,,,UPI000F046807,,UPI000C711E4B,,UPI0002F302FE,,,,,,UPI0007537028,,,,,UPI00054CAF91,,,,
1348628,,,,,,,A0A786GMS4,A0A438PUU2,UPI0009BB58EA,,,,UPI0009AC19D3,,UPI0012399837,UPI00031FAF80,UPI000F5B7519,,,,UPI000EFBED3C,,UPI000D1EE93F,,F9M3H4,,,,,,A0A084DKM3,,,,,A0A1A0WVZ0,,,,
4736265,,,,,,,,,,,,,,,,,,,,,UPI0004F84E0A,,,,,,,,,,,,,,,,,,,
3082617,,,,,,,UPI000BDF040A,,,,,,,,A0A2S3S2Z1,,UPI00075AE965,,,,A0A653T5B1,,,,,,,,,,,,,,,,,,,
3081632,,,,,,,UPI000BA3D0E8,,,,,,,,A0A2S3QZB1,,UPI00075A2371,,,,J3FKM4,,,,,,,,,,,,,,,,,,,
4001587,,,,,,,,,,,,,,,,,,,,,A0A5B0ES16,,,,,,,,,,,,,,,,,,,
7881227,,,,,,,,,,,,,,,,,,,,,A0A5E6UC79,,,,,,,,,,,,,,,,,,,
6704379,,,,,,,,,,,,,,,,,,,,,UPI00139117DE,,,,,,,,,,,,,,,,,,,
4590505,,,,,,,,,,,,,,,,,,,,,A0A1H0D4V9,,,,,,,,,,,,,,,,,,,
2901063,,,,,,,UPI000BE1FE89,,,,,,,,UPI000C168C6F,,UPI000B7A39A8,,,,A0A5B0DPP7,,,,,,,,,,,,,,,,,,,
7604970,,,,,,,,,,,,,,,,,,,,,A0A0A1YRE6,,,,,,,,,,,,,,,,,,,
4814752,,,,,,,,,,,,,,,,,,,,,UPI00053F1D85,,,,,,,,,,,,,,,,,,,
1216,A0A428VQV0,A0A6N6LQM0,A0A3T1G004,A0A381GCS7,A0A6L6YD83,A0A242DL40,E3GC07,U4RG90,A0A3S4G3A9,UPI0001B437CA,A0A5M9QVX5,K8VZF4,Q8Z2V9,A0A069FI27,A0A657WT31,A0A558FIU4,A0A132CAQ6,I2NP12,A0A378KCG8,A0A379FGX9,UPI0015732977,D4E4K4,A0A1T1DDL6,A0A3C0GRD5,A0A060RKP0,L8GH41,D2UYW7,E1EYM5,,A0A0E2WDD5,A0A1J9NJJ0,A0A2J0SLZ6,V5CNX4,A0A014D8I2,K8Y5I2,A0A3E1HL94,A0A0H5RGW9,A0A1X2DKB9,A0A1E3T3E6,A0A1Z4F2Q0
1926230,,,,,,,A0A479K891,,,,,,,,UPI0004500852,D0SAK2,UPI0007525891,,,,A0A514BIW4,,,,UPI000C7E36A2,,,,,,UPI0009820BF9,,,,,A0A5P3LP41,,,,
3261186,,,,,,,UPI000DA4AFED,,,,,,,,A0A099LQE8,,UPI000AF9F5D7,,,,A0A1T1HMD1,,,,,,,,,,,,,,,,,,,
3320059,,,,,,,UPI000DD95D23,,,,,,,,,,UPI000CFE512E,,,,A0A5C5NPS1,,,,,,,,,,,,,,,,,,,
5859181,,,,,,,,,,,,,,,,,,,,,UPI0005C9AEDE,,,,,,,,,,,,,,,,,,,
1312963,,,,,,,A0A0C5F243,A0A5B9J5N5,UPI0009E3278E,,,,A0A379U6R7,,UPI00042A765B,UPI0002F12ED5,UPI000F5AD5DF,,,,UPI000F02E857,,UPI000D57C7AE,,UPI0002EF6FE0,,,,,,UPI0012F97196,,,,,B2HFN9,,,,
6945663,,,,,,,,,,,,,,,,,,,,,A0A1N7U7L6,,,,,,,,,,,,,,,,,,,
4310869,,,,,,,,,,,,,,,,,,,,,A0A267ARZ6,,,,,,,,,,,,,,,,,,,
4842520,,,,,,,,,,,,,,,,,,,,,UPI000481AC10,,,,,,,,,,,,,,,,,,,
1826027,,,,,,,UPI0002BACDE6,,UPI000E2C19D0,,,,,,UPI000409C4B7,UPI000DCFFCCF,UPI00075DE156,,,,A0A514B8D4,,,,UPI0008300D0F,,,,,,UPI00075BDD2A,,,,,UPI000B977C1E,,,,
8054712,,,,,,,,,,,,,,,,,,,,,A0A3M5G6L7,,,,,,,,,,,,,,,,,,,
7543037,,,,,,,,,,,,,,,,,,,,,J2SQA4,,,,,,,,,,,,,,,,,,,
2005605,,,,,,,UPI0005430498,,,,,,,,UPI00031D20BA,N9LJ92,UPI0012DFD98C,,,,A0A5E8VXC8,,,,A0A3R9JQ51,,,,,,UPI000D19E37C,,,,,A0A1A3S9H6,,,,
4162629,,,,,,,,,,,,,,,,,,,,,A0A0X8BZF4,,,,,,,,,,,,,,,,,,,
6631037,,,,,,,,,,,,,,,,,,,,,UPI001064CC3A,,,,,,,,,,,,,,,,,,,
6247218,,,,,,,,,,,,,,,,,,,,,UPI0012416C3C,,,,,,,,,,,,,,,,,,,
4904930,,,,,,,,,,,,,,,,,,,,,UPI00070E5B0A,,,,,,,,,,,,,,,,,,,
4699203,,,,,,,,,,,,,,,,,,,,,A0A291K230,,,,,,,,,,,,,,,,,,,
2982087,,,,,,,UPI000B7E9492,,,,,,,,UPI000C86081E,,UPI0004D87BBA,,,,A0A3M2X9N4,,,,,,,,,,,,,,,,,,,
3667847,,,,,,,,,,,,,,,,,,,,,A0A244EQB0,,,,,,,,,,,,,,,,,,,
2479417,,,,,,,A0A7A4XUI7,,,,,,,,UPI0006962AF2,,UPI001641F63D,,,,A0A2R7UKZ9,,,,,,,,,,,,,,,,,,,
1225396,,,,,A0A4R0G4N4,,A0A6C9G3N7,UPI000C316F3D,UPI00058F55C1,,,,UPI0003EB1708,,UPI00079ACB9C,A0A6C0XWU6,A0A6P2JNY1,,,,UPI000FC3F8F7,,UPI000C04F5CF,,UPI00031E832D,,,,,,UPI0007547CD9,,,,,A0A1A2ST00,,,,
8269906,,,,,,,,,,,,,,,,,,,,,A0A5C5Q3Z1,,,,,,,,,,,,,,,,,,,
5996415,,,,,,,,,,,,,,,,,,,,,UPI0006840D4E,,,,,,,,,,,,,,,,,,,
217204,UPI0011DF66B4,UPI0011307D48,,UPI0010A4459E,UPI00110B33E5,S0NUL6,UPI00148ED648,UPI0013F44F49,UPI00164B60A4,UPI00085417CC,,,A0A636K9W6,,UPI00165E9DA4,N9S1S0,A0A0H3HID9,UPI000E574EA4,A0A522FIK6,,UPI000AD1718A,UPI0011E76D53,UPI00102386F2,UPI00115EF01E,UPI001446BB62,,,,,A0A329LC42,A0A6L3NNB8,A0A2J0SQX8,UPI000750E176,A0A022II84,UPI0007738C0D,A0A498QTA6,A0A1X1SN27,,,UPI0009A87C51
3528412,,,,,,,,,,,,,,,,,A0A6P2P4I7,,,,W9TFJ7,,,,,,,,,,,,,,,,,,,
4134826,,,,,,,,,,,,,,,,,,,,,A0A432BB62,,,,,,,,,,,,,,,,,,,
7495837,,,,,,,,,,,,,,,,,,,,,J2TF36,,,,,,,,,,,,,,,,,,,
4497652,,,,,,,,,,,,,,,,,,,,,A0A6I1XA90,,,,,,,,,,,,,,,,,,,
3975549,,,,,,,,,,,,,,,,,,,,,A0A257E2U8,,,,,,,,,,,,,,,,,,,
4060798,,,,,,,,,,,,,,,,,,,,,A0A3D1VWK6,,,,,,,,,,,,,,,,,,,
1856538,,,,,,,UPI0002DD8349,,UPI000F4F955E,,,,,,UPI00037E1FBF,A0A1Y3CZK2,UPI0007524A51,,,,A0A438KXZ3,,,,UPI000943A82F,,,,,,UPI000758D759,,,,,UPI000D366B56,,,,
3632137,,,,,,,,,,,,,,,,,,,,,A0A0D1LJH5,,,,,,,,,,,,,,,,,,,
3501580,,,,,,,,,,,,,,,,,A8EFR0,,,,A0A5E7A3B9,,,,,,,,,,,,,,,,,,,
1352663,,,,,,,A0A798NRD7,A0A0L0PM28,UPI000A3B2E13,,,,UPI0009AC29D0,,UPI0011D7BC0D,UPI000277D52B,UPI000F5A0FE3,,,,UPI000F03EF67,,UPI000E23B635,,A0A4Q2FN22,,,,,,A0A132ECN8,,,,,A0A1A1WGG0,,,,
8283222,,,,,,,,,,,,,,,,,,,,,A0A2M8SQV1,,,,,,,,,,,,,,,,,,,
1057834,,,,,UPI000793E2A1,,UPI00122E2D24,A0A377JV86,A0A332HIR0,,,,A0A5I9ACH3,,UPI00104916A5,UPI00125F5C11,A0A1D7ZG26,,,,UPI000F00B5F0,,UPI0009228CE1,,A0A1P8VRY4,,,,,,UPI0007541718,,,,,A0A1Q4TCZ6,,,,
2273364,,,,,,,A0A193LUA6,,,,,,,,UPI00111D04E5,,A0A4R9M9A9,,,,A0A125QIT1,,,,,,,,,,,,,,,,,,,
1398930,,,,,,,A0A794YK63,I0EVN2,UPI00094A75F1,,,,UPI0009A9E578,,UPI000C8212A6,UPI0002D0C3E0,UPI000F563E42,,,,UPI000F090032,,A0A2T4R5N0,,A0A428GPY7,,,,,,A0A109EHP5,,,,,A0A117JY50,,,,
3253728,,,,,,,UPI000DD3C54C,,,,,,,,A6CWC5,,UPI000B49285A,,,,A0A0P9P144,,,,,,,,,,,,,,,,,,,
273077,UPI0005AA5321,UPI000F80E776,,UPI000C781136,UPI000EF9FEE3,UPI00115E0200,UPI0013EF6C56,UPI00165CD13C,A0A6B8MYF0,UPI000C0774E2,,,A0A702DJB8,,UPI00149380A1,UPI00168A4BAF,A0A1R3WFX9,,A0A078KSG3,,UPI000BA23D15,UPI0005C8724E,UPI000E6A7A90,UPI001299B514,UPI0015D38883,,,,,,UPI00158CE357,UPI00021E0E2E,UPI0007B3757B,UPI000E6ADA77,A0A2N0ATL9,UPI00161680C5,A1TEL8,,,UPI0009A7934B
5256165,,,,,,,,,,,,,,,,,,,,,UPI0003D32D8A,,,,,,,,,,,,,,,,,,,
3095090,,,,,,,UPI000B7F4DB0,,,,,,,,A0A2S3R1Z9,,UPI00075AB503,,,,A0A656YLR5,,,,,,,,,,,,,,,,,,,
4015754,,,,,,,,,,,,,,,,,,,,,A0A5B0FYS3,,,,,,,,,,,,,,,,,,,
5295111,,,,,,,,,,,,,,,,,,,,,UPI0002C8B558,,,,,,,,,,,,,,,,,,,
7943625,,,,,,,,,,,,,,,,,,,,,A0A5E6ZXJ5,,,,,,,,,,,,,,,,,,,
4422348,,,,,,,,,,,,,,,,,,,,,E2XY14,,,,,,,,,,,,,,,,,,,
958515,,A0A1S6U8A1,,,UPI0004873D53,,UPI00130B8422,UPI000424BEF9,A0A6H0PEI9,,,,A0A3U8BP67,,UPI001120CDDC,UPI000710A97D,UPI00158BB6F0,,,,UPI0013CE16A7,,UPI00064A5832,,F9PAJ1,,,,,,UPI0007532C52,,,,,A0A498PR37,,,,
3336549,,,,,,,UPI000DCBCB91,,,,,,,,,,UPI000D3C762B,,,,A0A2N8S9F9,,,,,,,,,,,,,,,,,,,
6152649,,,,,,,,,,,,,,,,,,,,,UPI000D362017,,,,,,,,,,,,,,,,,,,
1366921,,,,,,,A0A7B1Y2Z4,A0A439A950,UPI000B4120B8,,,,UPI000991A3EC,,UPI000DE459AD,UPI000451240B,UPI0010587A27,,,,UPI000F01214F,,UPI000DCCA97E,,A0A3R9KP12,,,,,,A0A5P8VKS2,,,,,A0A5Q5CP95,,,,
2505662,,,,,,,UPI000A4E3CB6,,,,,,,,UPI0006A6D754,,A0A6N4TWK7,,,,A0A3G7HHE7,,,,,,,,,,,,,,,,,,,
6563416,,,,,,,,,,,,,,,,,,,,,UPI000DC5E422,,,,,,,,,,,,,,,,,,,
7887703,,,,,,,,,,,,,,,,,,,,,A0A5E7FVM4,,,,,,,,,,,,,,,,,,,
4738431,,,,,,,,,,,,,,,,,,,,,UPI00053D4FF2,,,,,,,,,,,,,,,,,,,
5486342,,,,,,,,,,,,,,,,,,,,,UPI00099DC9AE,,,,,,,,,,,,,,,,,,,
7765148,,,,,,,,,,,,,,,,,,,,,J3EUQ6,,,,,,,,,,,,,,,,,,,
545612,A0A2R7Q2H5,A0A381EBG6,,A0A0P8LWB5,UPI0011DD35A6,UPI0001EB838F,UPI00113FE540,UPI001037B397,UPI00108384ED,,,,A0A3V3LPP2,,A0A1A6LU30,UPI00157B42ED,UPI001582E0EA,,,,UPI001032C047,UPI0006685ED1,A0A3S0T2B7,A0A6B8HYP0,UPI00110C3729,,,,,,UPI00158BB20E,T5KN48,UPI00027791D8,UPI00053A06AB,A0A0E2BBD1,A0A1A3TD73,A0A378T9V8,,,
8378847,,,,,,,,,,,,,,,,,,,,,A0A0P9Q2Z8,,,,,,,,,,,,,,,,,,,
7907907,,,,,,,,,,,,,,,,,,,,,A0A4R3X351,,,,,,,,,,,,,,,,,,,
